sequence,struc2vec128D,community
1000|1002.1000.21,3,10
32|1001,3,2
1002|1000.42,1,9
1002|1000.33.1000.1002,1,2
1000|1002.1000.112,3,8
1000|1001.1000.33,3,11
1000|1002.1000.52,3,7
1000|1002.1000.102.1000,2,14
1002|1000.12.1000,1,13
1000|1002.1000.51,3,7
1000|1002.1000.32.1000,1,9
1000|1001.1000.41,1,7
1000|1001.1000.72,3,7
1002|1000.102,1,14
101|1000,3,10
113|,3,1
1000|1002.1000.11,3,10
22|0,3,12
111|1000.1002,3,1
1001|1000.0.1000,3,11
1001|103,1,14
91|1000.1001,3,0
52|1000,3,10
82|0,3,1
103|1000.0,3,4
1002|103,1,14
1002|1000.81,1,1
112|1000.1002.1000.0,3,5
1001|1000.21,1,15
1000|72.1001,1,3
111|113.112.1000.1002.1000.0,1,5
1000|1001.1000.32,3,11
92|1000.1002,3,6
52|1001.52.51,2,7
0|1000.41,3,4
1001|72.71,1,3
103|1000.1002.1000.0,3,5
101|102.1001,1,14
1000|1001.1000.51,3,11
54|51.1000.1002,1,7
33|1000.1002.1000.11,1,2
0|1000.21,3,4
22|21.1000,3,10
1000|1001.1000.11,3,13
1001|41,1,9
1000|72,3,3
21|1000.1001,3,11
1002|1000.0.21,1,15
43|1000.0,3,9
1000|81,1,1
113|1000,3,10
1000|22.1001,1,10
1000|1002.1000.0.12,1,10
1000|121,3,8
1000|12.1001,1,13
41|1000,3,11
51|1000.1002.1000.0,3,5
122|124,1,8
102|,3,14
1002|1000.0.12,1,13
21|53,3,15
1000|52.54,1,7
54|52,3,7
1000|11.1001,1,13
1002|1000.0.1000.1001,1,11
32|1000.32,1,2
1000|0.32,3,13
1000|71,3,3
1002|1000.0.22,1,10
1000|102,3,14
0|1000.33,3,2
0|1000.1002.1000.71,1,1
1001|54,1,7
0|41,1,5
21|1000,0,10
93|0,3,1
1002|43,1,11
112|113,1,14
0|32,3,13
1000|1002.1000.102,3,14
1001|43,1,11
52|54.0,1,1
0|1000.1002.1000.101,1,14
1000|11,3,4
72|1001.72.71,2,3
1000|1001.1000.21,3,15
81|83,1,1
124|122,1,8
1002|1000.0.124,1,8
1000|1001.1000.22.21,1,11
1000|93,3,6
1000|1002.1000.12.1000,3,13
1002|1000.12.11,1,13
122|123,3,8
1000|53,3,7
1001|124,1,8
1000|32.1001,1,2
42|41,1,9
0|72,1,3
1002|71,1,3
33|1000.1002.1000.22,1,12
42|1000,3,9
1001|71,1,3
1000|1002.1000.93,3,14
1000|12.1000,1,13
1000|1002.1000.101,3,14
22|,0,10
1001|81,1,1
42|1000.1002.1000.0,3,9
1000|32.1000,1,2
71|72.0,1,1
1000|1002.1000.22.21.1000,2,12
1000|1002.1000.22,3,10
1000|1002.1000.33.1000.1002,3,1
92|93,1,6
1000|83,3,0
1000|1002.1000.43,3,11
0|1000.1002.1000.82,1,6
0|1000.0,3,14
54|52.0,1,1
1000|1002.1000.0.21,1,15
82|1000.1002.1000.0,3,5
101|102.103.1000.1002.1000.0,2,5
123|122,1,8
1001|1000.121,1,8
1000|0.1000.1001,3,11
0|1000.1002.1000.83,1,6
82|,0,3
123|,0,8
41|43,3,9
1001|52,1,7
1002|1000.71.72.1000,1,3
1000|1002.1000.41,3,7
1000|54,3,7
83|81.1000.1002.1000.0,1,3
0|21,3,15
1000|0.41,2,5
32|33,3,4
1001|101,1,14
1002|1000.43,1,11
1000|1002.1000.111,3,1
91|1001,3,6
102|103,3,14
1000|52,3,7
32|1000.33,1,2
1000|1002.1000.42,3,9
1000|51,3,7
21|1000.1002.1000.0.1000,1,10
1001|32,3,2
41|,3,9
1000|82,3,3
83|,3,1
101|103,3,14
1000|71.72.1000,1,3
1002|124,1,8
52|54,1,7
81|1000.1002.1000.0,3,3
1000|32,3,2
1000|1002.1000.12.11,3,13
51|53,3,7
1000|32.1000.33,2,2
41|43.42,1,9
103|102.1000,1,14
72|71,3,3
0|1000.1002.1000.41,1,1
0|1000.1002.1000.53,1,14
0|1000.1002.1000.93,1,14
51|1000.1002,3,10
1000|1001.1000.0.1000,3,11
0|1001,3,13
52|,3,7
1000|22.21.1000,1,12
1000|32.1000.1001,1,2
43|42.0,1,9
1000|102.1000,1,14
1002|1000.0.1000,3,5
1000|1002.1000.11.1001,2,13
42|43,3,9
82|81.1000,1,1
1002|1000.53,1,7
1001|92,1,6
1002|1000.0,3,5
1000|1002.1000.32.1001,1,9
1000|33.1000.1002.1000.22,2,12
1001|1000.32,1,2
92|,0,6
91|1000,0,6
1001|1000.41,1,7
42|1000.1002.1000.32.1000,1,9
113|1001,3,1
0|22,3,10
12|21,3,15
1000|1002.1000.92,3,6
1002|1000.0.41,2,5
43|1000.1002.1000.0,3,9
1001|113,1,1
33|1000.1002,3,10
1002|1000.0.1000.1002.1000.32,2,9
51|54,3,1
0|1002,3,2
1002|1000.32.1000,1,9
1001|21,3,15
21|1000.33,1,2
43|1000.1002.1000.32.1000,1,9
1000|1002.1000.32,3,10
1000|1001.1000.53,3,7
1002|1000.102.1000,2,14
1000|124,3,8
1000|43,3,11
1001|52.1000,1,7
22|21.33,1,12
21|0,3,15
1000|1002.1000.54,3,7
1000|103,3,14
81|,3,1
1002|1000.22,1,12
91|,3,6
54|,3,11
1001|1000.53,1,7
42|,3,9
1001|122,1,8
1000|1002,0,10
43|0.1000.1002,3,9
1000|22,3,12
32|0.1000,3,2
42|1001.42.43,1,9
1000|42.1000,1,11
32|1000,0,10
0|101,1,5
52|51,3,7
1000|1001.1000.82,1,0
101|,3,14
1000|33,3,2
82|83,3,3
0|11,3,13
111|,0,1
11|,0,10
0|,0,1
124|1002,3,8
1000|,0,10
12|1000,3,10
33|1000.1002.1000.0.1000,1,5
1000|91,3,6
1000|1002.1000.0.1001,1,13
1002|1000.32.0.1000,1,9
1000|1002.1000.72.71.0,2,3
1002|1000.103,1,14
1001|83,1,0
1000|1002.1000.53,3,10
1000|0.101,2,5
1000|1001,0,11
21|,3,15
1000|33.1000.1002.1000.0.1000,1,2
0|1000.1002.1000.72,1,3
21|33,3,12
1002|1000.121,1,8
1000|0.93,2,5
102|101,1,14
0|1000,0,1
1000|32.0.1000,1,9
1000|1002.1000.0.1000.1002,3,5
1000|12.11,1,13
42|0,3,5
0|1000.1002,0,1
0|93,1,5
41|42,3,9
0|1000.1001.1000.32,3,11
1000|0.1000.1002.1000.32,2,9
53|,0,7
1000|42.41,1,9
1000|1002.1000.121,3,3
1000|0.1000,0,4
1000|1002.1000.0.1000,0,5
1002|1000.72.71.0,2,3
1001|1000.33,1,2
91|92,1,6
1000|1001.1000.42,3,11
32|1000.1001,3,11
12|,1,13
1001|1000,3,13
43|42,1,9
1000|21,3,15
1000|0.111,1,5
1001|42,1,9
1002|1000.32.1001,1,9
1002|1000.0.1000.1002,1,5
1000|42,3,9
42|32,1,9
42|21,3,15
1000|41,3,9
71|,0,3
122|,3,8
1002|1000.71.72.0,2,1
1000|33.1000.1002,3,2
1002|0,3,2
0|33,3,4
1002|1000.22.21.1000,2,12
1000|0,0,4
1002|1000.32.1000.1001,2,2
33|,0,4
1000|0.1000.1002,3,14
1002|32,1,2
1001|33,1,4
0|103,1,14
1001|53,1,7
0|1000.1001,0,11
1000|22.21,1,12
1001|51,1,7
1001|123,1,8
1000|71.72.0,2,1
1001|121,1,8
32|,3,2
51|,0,11
1001|1000.22.21,1,12
121|,0,8
1000|1002.1000.0,0,10
1002|1000.11.1001,2,13
93|,3,6
0|71,3,4
43|,0,11
1000|1001.1000.93,3,6
1002|,0,2
0|1000.1002.1000.32,1,9
1002|122,1,8
1002|1000.32.1000.33,2,2
1001|43.42,1,9
103|,0,14
1001|,0,14
0|1000.1002.1000.0,3,5
