sequence,gephi,kmeans_15d,kmeans_2d,gephi2
0|,13,2,1,11
0|11,13,1,0,2
0|18.36,13,0,1,1
0|18.37.32,13,3,3,2
0|20,13,1,0,2
0|24,13,0,2,13
0|36,13,0,2,2
10|,2,2,1,12
10|18,2,2,1,11
10|18.36.18,2,1,1,1
10|2,9,0,1,12
10|2.18,2,1,0,12
10|24,2,0,2,13
10|36.2,2,3,3,12
10|5,2,1,1,10
11|,13,2,1,2
11|0.18.36,13,1,0,1
11|0.18.37.32,13,1,0,2
11|0.24,13,3,3,2
11|0.36,13,1,0,2
11|18.37.18,13,0,1,11
11|36,13,0,1,2
12|,8,0,2,13
12|18,8,0,1,13
12|18.36,8,0,1,15
12|18.37,8,2,1,11
12|24,8,0,2,13
12|27,11,1,0,13
12|28,8,1,0,15
12|36,8,0,2,15
13|,12,0,1,5
13|18.30,12,3,3,5
13|18.36,12,0,1,5
13|18.37,12,2,1,11
13|24,12,0,2,13
13|30,12,1,0,5
13|36,12,0,2,5
13|36.30,12,3,3,5
13|8,11,1,0,5
14|,2,2,1,11
14|18.36,11,0,1,1
14|18.37.24,2,1,0,7
14|24,2,0,2,13
15|,7,2,1,11
15|18.36,7,0,1,1
15|24,7,0,2,13
15|25,7,1,0,6
15|36,7,0,2,6
16|,10,1,0,0
16|18,10,0,1,11
16|18.36,10,0,1,0
16|23,10,3,3,0
16|23.18,10,1,0,0
16|24,10,0,2,13
16|26,10,1,0,0
16|26.18,10,1,0,0
16|26.23.24,10,3,3,0
16|26.24,10,3,3,0
16|26.24.18,10,3,3,0
16|26.36,10,3,3,0
16|36,10,1,1,0
17|,5,0,2,8
17|18,5,2,1,11
17|18.36,5,0,1,8
17|18.37.24,5,1,0,8
17|24,5,0,2,13
17|31,5,1,0,8
17|36,5,0,2,8
18|,9,2,1,11
18|0,15,1,1,5
18|10.2.18,9,1,0,12
18|11,15,1,1,2
18|12,8,1,0,13
18|14,2,0,2,7
18|14.18.36,11,3,3,1
18|16,15,0,2,0
18|17,5,1,0,11
18|19,15,0,2,4
18|2,2,0,2,12
18|20,15,1,1,2
18|21,15,1,0,4
18|2.18.37,9,1,0,12
18|22,15,1,0,14
18|23,15,1,0,0
18|24.18.37.18.37,15,1,0,5
18|24.22,15,1,0,5
18|26,15,1,0,3
18|28,15,1,0,15
18|29,15,0,2,5
18|30,15,0,2,5
18|30.8,15,1,0,5
18|32,13,3,3,8
18|33,15,1,0,9
18|34,15,1,1,7
18|3.5,15,1,0,10
18|36,5,2,1,15
18|36.10,0,0,2,4
18|36.11,0,1,2,2
18|36.14,0,0,2,10
18|36.16,11,3,3,1
18|36.18,0,2,1,1
18|36.18.37.18,0,2,1,1
18|36.18.37.19,0,0,2,4
18|36.18.37.29,0,0,2,4
18|36.19,0,0,2,3
18|36.2,2,0,2,4
18|36.20,0,1,2,2
18|36.21,6,0,2,4
18|36.22,0,1,2,4
18|36.23,0,1,2,0
18|36.24,9,0,2,12
18|36.26,0,1,0,0
18|36.28,0,1,2,4
18|36.29,0,0,2,3
18|36.3,0,1,2,4
18|36.30,12,1,2,5
18|36.32,0,1,2,8
18|36.33,0,1,2,9
18|36.34,0,1,2,7
18|36.4,0,0,2,9
18|36.5,0,0,2,4
18|36.6.18,6,1,0,7
18|36.7,0,1,2,6
18|36.8,0,1,2,5
18|36.9,0,1,2,14
18|37,6,2,1,11
18|37.0,13,1,0,2
18|37.10,2,0,2,12
18|37.11,13,0,2,2
18|37.12,11,1,2,13
18|37.13,11,1,2,5
18|37.15,7,1,0,6
18|37.16,10,0,2,3
18|37.17,5,0,2,1
18|37.18,15,2,1,11
18|37.18.14,11,1,2,1
18|37.18.32,13,1,0,8
18|37.18.36,0,2,1,11
18|37.18.36.16,11,1,0,1
18|37.18.37,11,2,1,11
18|37.18.37.16,10,1,0,3
18|37.18.37.18.37,4,2,1,11
18|37.18.37.18.37.16,4,1,0,3
18|37.18.37.18.37.2,2,1,0,3
18|37.18.37.18.37.30,12,1,0,4
18|37.18.37.18.37.32,13,1,0,2
18|37.18.37.18.37.34,4,1,0,3
18|37.18.37.19,4,1,0,3
18|37.18.37.2,2,1,0,3
18|37.18.37.20,4,1,0,3
18|37.18.37.22,3,1,0,3
18|37.18.37.23,4,1,0,3
18|37.18.37.24,9,0,1,11
18|37.18.37.26,4,1,0,3
18|37.18.37.28.27,8,1,0,15
18|37.18.37.30,12,3,3,4
18|37.18.37.31,5,1,0,8
18|37.18.37.32,13,1,0,2
18|37.18.37.33,4,1,0,9
18|37.18.37.34,6,1,0,3
18|37.18.37.7,4,1,0,3
18|37.19,4,0,2,3
18|37.2,2,0,2,3
18|37.20,13,0,2,3
18|37.22,3,0,2,14
18|37.23,10,0,2,3
18|37.24,9,2,1,11
18|37.24.22,9,3,3,14
18|37.25,11,1,0,6
18|37.26,10,0,2,3
18|37.27,11,1,2,15
18|37.28,11,0,2,11
18|37.28.27,8,0,2,15
18|37.29,0,0,2,3
18|37.3,1,0,2,10
18|37.30,12,0,2,4
18|37.31,5,1,0,8
18|37.32,5,0,2,2
18|37.33,14,0,2,9
18|37.34,6,0,2,11
18|37.4,14,0,2,1
18|37.5,1,0,2,1
18|37.7,7,0,2,6
18|37.8,12,0,2,1
18|37.9,3,0,2,14
18|4,6,1,0,11
18|5,15,1,1,10
18|6,6,1,0,7
18|7,15,1,0,6
18|8,15,1,0,5
18|9,15,1,0,14
19|,4,2,1,3
19|24,4,0,2,13
2|,2,1,0,12
20|,13,2,1,2
20|11.0.24,13,3,3,2
20|18.37,13,0,1,11
20|36.11,13,3,3,2
21|,6,2,1,0
2|10.18,2,1,0,1
21|18,6,2,1,11
21|18.36,6,0,1,9
21|24,14,0,2,13
21|33,6,1,0,9
21|36.4,14,3,3,9
21|4,14,1,0,9
2|18,2,0,1,12
2|18.36.18.37.18,2,1,1,1
2|18.37,2,2,1,12
2|18.37.18.37.18.37,2,0,1,12
22|,3,0,2,14
22|18,3,2,1,14
22|18.37.18.37,3,0,1,11
22|24,3,0,2,13
22|36.9,3,3,3,14
2|24,2,0,2,13
22|9,3,1,0,14
22|9.18.36,3,3,3,14
22|9.24,3,3,3,14
22|9.36,3,3,3,14
23|,10,0,2,0
23|16,10,1,0,0
23|18,10,2,1,0
23|18.36.18,10,1,1,1
23|18.37.18,10,0,2,11
23|18.37.33,10,3,3,9
23|24,10,0,2,13
23|26.16,10,3,3,3
23|29,10,1,0,0
23|36,10,0,2,0
23|36.16,10,3,3,0
2|36,2,0,2,12
2|36.24,2,1,0,12
24|,9,2,1,13
24|10,9,0,1,12
24|10.18,9,1,1,12
24|16,9,1,0,0
24|18,9,2,1,13
24|18.14,9,1,0,7
24|18.2,9,1,1,12
24|18.36,9,0,1,12
24|18.37.18,9,2,1,13
24|18.37.18.37,9,2,1,13
24|18.37.18.37.24,9,1,0,12
24|18.37.24,9,1,1,12
24|2,9,1,0,12
24|20,9,1,1,2
24|22,9,1,1,14
24|28,9,1,0,12
24|3,1,1,0,10
24|30,9,0,1,5
24|30.18,9,1,1,12
24|32,9,1,0,12
24|33,9,1,0,9
24|34,9,1,1,7
24|36,9,2,1,6
24|5,9,1,0,10
24|6,6,1,0,7
24|7,9,1,0,6
25|,7,0,1,6
25|15,7,1,0,6
25|18.37,7,0,1,11
25|7,7,1,0,6
26|,10,0,2,3
