37 12 37 12 37 12 => 31 149
37 12 37 12 37 12 => 13 42
37 12 37 12 37 12 => 36 704
37 12 37 12 37 12 => 33 16
37 12 37 12 37 12 => 1 32
37 12 37 12 37 12 => 9 267
37 12 37 12 37 12 => 10 85
37 12 37 12 37 12 => 7 31
37 12 37 12 37 12 => 37 5985
37 12 37 12 37 12 => 2 104
37 12 37 12 37 12 => 26 16
37 12 37 12 37 12 => 8 261
37 12 37 12 37 12 => 6 14
37 12 37 12 37 12 => 20 42
37 12 37 12 37 12 => 16 13
37 12 37 12 37 12 => 23 34
37 12 37 12 37 12 => 0 58
37 12 37 12 37 12 => 4 15
37 12 37 12 37 12 => 11 23
37 12 37 12 37 12 => 15 90
37 12 37 12 37 12 => 29 56
37 12 37 12 37 12 => 18 55
37 12 37 12 37 12 => 22 80
37 12 37 12 37 12 => 3 87
37 12 37 12 37 12 => 32 110
37 12 37 12 37 12 => 17 28
37 12 37 12 37 12 => 19 71
37 12 37 12 37 12 => 5 9
37 12 37 12 37 12 => 34 77
37 12 37 12 37 12 => 25 580
37 12 37 12 37 12 => 24 38
37 12 37 12 37 12 => 30 12
28 12 => 37 33
27 37 12 37 => 12 113
34 28 => 37 16
34 28 => 22 12
36 23 => 5 12
1 36 12 => 37 29
12 26 => 37 15
12 26 => 2 18
12 26 => 33 23
12 26 => 12 11
24 37 12 => 3 13
24 37 12 => 37 56
24 37 12 => 25 9
24 37 12 => 10 8
8 23 => 5 9
4 25 => 37 28
4 25 => 36 8
4 25 => 12 11
17 25 => 36 14
17 25 => 37 52
17 25 => 12 29
31 12 7 => 25 12
31 12 7 => 37 15
31 12 7 => 18 12
36 19 => 37 23
36 19 => 20 8
37 12 37 12 11 => 13 9
37 12 37 12 11 => 36 8
37 12 37 12 11 => 12 9
4 37 12 37 => 12 91
12 24 36 => 3 8
16 36 12 => 37 18
21 37 => 12 235
13 37 12 37 => 12 119
34 37 12 => 37 104
34 37 12 => 25 15
34 37 12 => 36 8
34 37 12 => 2 14
34 37 12 => 22 17
12 5 23 => 16 8
4 37 12 37 12 => 8 11
4 37 12 37 12 => 37 56
13 36 12 => 37 23
13 36 12 => 11 8
4 12 => 37 42
4 12 => 25 8
16 37 12 37 => 12 121
3 24 => 36 16
3 24 => 37 25
3 24 => 27 201
27 37 => 12 202
25 19 => 20 24
29 => 0 11
29 => 37 123
29 => 1 289
29 => 12 60
29 => 15 14
29 => 36 64
29 => 25 27
36 10 => 30 24
25 15 => 0 31
25 15 => 21 11
36 => 31 14
36 => 13 42
36 => 32 46
36 => 33 22
36 => 5 9
36 => 9 33
36 => 10 42
36 => 11 36
36 => 7 27
36 => 2 23
36 => 26 26
36 => 8 26
36 => 20 41
36 => 16 18
36 => 23 20
36 => 0 49
36 => 12 3995
36 => 4 22
36 => 27 30
36 => 29 41
36 => 15 67
36 => 22 35
36 => 18 47
36 => 21 33
36 => 28 12
36 => 3 35
36 => 17 36
36 => 1 31
36 => 19 55
36 => 6 24
36 => 34 16
36 => 25 92
36 => 24 24
36 => 30 21
12 33 => 26 12
12 33 => 37 25
12 33 => 2 17
12 33 => 12 16
24 37 12 37 12 => 37 31
24 37 12 37 12 => 10 10
32 37 => 12 135
13 12 25 => 37 12
7 37 => 12 116
8 37 12 37 12 => 37 236
8 37 12 37 12 => 8 51
8 37 12 37 12 => 36 30
23 37 12 37 12 => 8 10
23 37 12 37 12 => 37 21
25 22 28 => 34 26
12 => 31 522
12 => 13 407
12 => 36 2780
12 => 33 86
12 => 1 189
12 => 9 1051
12 => 10 349
12 => 11 235
12 => 7 184
12 => 37 19292
12 => 2 329
12 => 26 77
12 => 8 984
12 => 6 93
12 => 20 186
12 => 16 73
12 => 23 171
12 => 0 269
12 => 4 72
12 => 27 41
12 => 29 340
12 => 15 347
12 => 32 422
12 => 18 431
12 => 21 75
12 => 28 60
12 => 3 314
12 => 17 153
12 => 19 329
12 => 30 86
12 => 5 55
12 => 22 256
12 => 25 2156
12 => 24 136
12 => 34 226
29 12 1 => 37 21
30 25 => 37 10
6 37 12 37 12 => 37 78
6 37 12 37 12 => 36 10
6 37 12 37 12 => 9 30
13 37 12 => 31 19
13 37 12 => 13 8
13 37 12 => 37 120
13 37 12 => 25 16
9 37 12 => 0 13
9 37 12 => 37 294
9 37 12 => 11 9
9 37 12 => 32 23
9 37 12 => 25 14
9 37 12 => 36 85
9 37 12 => 9 101
9 37 12 => 18 14
6 37 12 37 12 37 => 12 78
19 37 12 37 12 => 37 57
19 37 12 37 12 => 9 18
12 37 12 37 => 12 11745
8 37 12 => 3 9
8 37 12 => 32 8
8 37 12 => 37 384
8 37 12 => 25 20
8 37 12 => 9 11
8 37 12 => 8 95
8 37 12 => 36 69
8 37 12 => 18 11
37 12 37 12 25 12 => 3 8
37 12 37 12 25 12 => 36 10
37 12 37 12 25 12 => 37 19
37 12 37 12 25 12 => 10 9
37 12 37 12 25 12 => 34 12
25 15 0 => 21 23
36 21 => 37 16
7 12 => 37 27
7 12 => 25 17
25 37 12 => 31 39
25 37 12 => 0 13
25 37 12 => 13 20
25 37 12 => 36 80
25 37 12 => 11 13
25 37 12 => 33 8
25 37 12 => 18 19
25 37 12 => 15 19
25 37 12 => 29 25
25 37 12 => 9 15
25 37 12 => 22 11
25 37 12 => 10 18
25 37 12 => 3 22
25 37 12 => 32 9
25 37 12 => 37 586
25 37 12 => 2 16
25 37 12 => 19 14
