source,target,value
1001|1000.54,1000|1001.1000.54,1.0
11|12,1000|11,0.8571428571428571
11|12,1001|11,0.14285714285714285
1000|1003.1000.83,0|1000.1003.1000.83,0.47368421052631576
1000|1003.1000.83,93|1000,0.06837606837606838
1000|1003.1000.83,91|1000.1003,0.41025641025641024
1000|1003.1000.83,92|1000,0.07692307692307693
1000|1001.1000.83,91|,1.0
72|0,1000|72,0.2
72|0,71|72.0,1.0
1000|32.0.1000,1003|1000.32.0.1000,1.0
1003|1000.0.41,1000|1003.1000.0.41,0.55
1000|43.1000.1003.1000.32,42|1000.43,1.0
92|1000,93|92,0.3114754098360656
92|1000,91|92,0.29508196721311475
92|1000,1000|92,0.39344262295081966
0|1000.1003.1000.71,1000|0.1000,0.34782608695652173
0|1000.1003.1000.71,82|0,0.6521739130434783
1003|51,51|1003,1.0
1003|43,43|1003,1.0
42|1000.1003.1000.0,43|42,1.0
52|1001,54|52,0.5853658536585366
52|1001,1000|52,0.4146341463414634
1000|1003.1000.122,121|,1.0
54|,52|54,0.36585365853658536
54|,1002|54,1.0
54|,51|54,0.24615384615384617
54|,1000|54,0.07272727272727272
54|,0|54,1.0
54|,1001|54,1.0
54|,32|,0.014285714285714285
54|,71|,0.014285714285714285
82|1001,1000|82,1.0
92|,1000|92,0.125
92|,1001|92,1.0
92|,91|92,0.6451612903225806
92|,93|92,0.13355048859934854
92|,0|,0.02142857142857143
92|,1002|92,1.0
1000|1003.1000.71.72.1000,82|,1.0
1000|1003.1000.72,82|,0.23225806451612904
1000|1003.1000.72,53|,0.07096774193548387
1000|1003.1000.72,0|1000.1003.1000.72,0.4222222222222222
1000|1003.1000.72,71|,0.10967741935483871
1000|1003.1000.72,81|1000.1003.1000.72,1.0
32|1001,1000|32,1.0
1002|83,83|,1.0
1000|0.1000.1003.1000.0,1003|1000.0.1000.1003.1000.0,1.0
1000|0.1000.1003.1000.0,1001|1000.0,0.12162162162162163
91|1002,92|,1.0
51|52,1002|51,0.13333333333333333
51|52,1000|51,0.5833333333333334
51|52,54|51.52,1.0
1000|1002.1000.82,81|1000.1002,0.42105263157894735
1000|1002.1000.82,91|,0.5789473684210527
12|1000.1003.1000.53,21|12,1.0
83|81.1000.1002,82|83,1.0
1003|1000.21,1000|1003.1000.21,0.23387096774193547
