source,target,value
1003|21,21|,1.0
52|0,54|52.0,1.0
101|102.103.1000.1003.1000.0,0|101,1.0
32|1002,1000|32,1.0
1000|33.1000.1003.1000.22,32|1000.33,1.0
1003|1000.0,1000|1003.1000.0,0.015873015873015872
0|1000.41,1000|0,1.0
1003|1000.92,1000|1003.1000.92,0.5526315789473685
1000|32.1000.33,1003|1000.32.1000.33,1.0
1003|1000.121,1000|1003.1000.121,0.05413105413105413
1001|102,102|1001,1.0
1000|51,53|,0.059574468085106386
1000|51,1001|1000,0.13617021276595745
1000|51,1002|1000,0.12340425531914893
1000|51,1003|1000.51,1.0
0|12,1000|0.12,0.23529411764705882
92|93,1000|92,1.0
1000|1003.1000.54,53|,1.0
1001|52,52|1001,1.0
1000|22,0|1000.22,1.0
1000|22,1001|1000,0.0962566844919786
1000|22,1003|1000.22,1.0
1000|22,1002|1000,0.1925133689839572
72|1000,71|72,0.5445544554455446
72|1000,1000|72,0.45544554455445546
51|1002,1000|51,1.0
1000|1003.1000.72.71.1000.1003,81|1000.1003.1000.72,1.0
0|1000.1003.1000.41,52|0,0.35714285714285715
0|1000.1003.1000.41,51|0,0.30357142857142855
0|1000.1003.1000.41,1000|0.1000.1003,0.3392857142857143
1003|1000.102.1000,1000|1003.1000.102.1000,1.0
42|1002,1000|42,1.0
0|21,1000|0,1.0
41|43,1000|41.43,1.0
41|43,1001|41,0.2222222222222222
41|43,42|41,0.23703703703703705
1000|1003.1000.121,103|1000.1003,0.05982905982905983
1000|1003.1000.121,53|,0.07122507122507123
1000|1003.1000.121,21|,0.05413105413105413
1000|1003.1000.121,71|1000.1003,0.07122507122507123
1000|1003.1000.121,121|,0.5441595441595442
1000|1003.1000.121,0|1000.1003,0.11396011396011396
1000|1003.1000.121,112|,0.04843304843304843
1000|1003.1000.121,123|,0.037037037037037035
1001|72,72|1001,1.0
111|1000,1000|111,0.7142857142857143
111|1000,112|111,0.2857142857142857
1003|1000.22.1000,1000|1003.1000.22.1000,1.0
1002|71,71|1002,1.0
102|101,1000|102,1.0
1001|111,111|1001,1.0
72|71.1000.1003,1000|72.71.1000.1003,0.2
72|71.1000.1003,0|72,0.2804878048780488
92|1000.1003,91|92,1.0
1000|1002.1000.101,112|,1.0
43|0,1000|43,0.27906976744186046
43|0,42|43,0.7209302325581395
43|1001,41|43,0.5
43|1001,1000|43,0.5
21|,1003|21,1.0
21|,1001|21,1.0
21|,0|21,1.0
21|,1002|21,1.0
21|,33|,0.01702127659574468
21|,1000|21,0.1956521739130435
21|,42|,0.0425531914893617
21|,11|,0.018439716312056736
21|,22|21,0.2781456953642384
21|,12|21,1.0
1000|33.1000.1003.1000.11,22|1000,0.5
1000|33.1000.1003.1000.11,21|1000.33,0.5
1001|41,41|1001,1.0
1000|1003.1000.92,103|1000.1003,0.4473684210526316
1000|1003.1000.92,0|1000.1003,0.5526315789473685
1002|121,121|,1.0
32|1000.1002,1000|32,1.0
0|41,1000|0,1.0
1002|42,42|1002,1.0
0|1002,1000|0.1002,1.0
54|51,1000|54,0.36231884057971014
54|51,1001|54,0.18840579710144928
54|51,52|54.51,1.0
0|71,1000|0,1.0
124|,1002|124,1.0
124|,123|,0.04507042253521127
124|,122|124,1.0
124|,1000|124,0.09178743961352658
124|,0|124,1.0
124|,1001|124,1.0
124|,1003|124,1.0
1000|113,1003|1000.113,1.0
1000|113,1002|1000,0.09701492537313433
1000|113,1001|1000,0.08955223880597014
101|1001,1000|101,1.0
1003|1000.0.124,1000|1003.1000.0.124,1.0
1000|1003.1000.71,82|1000,0.29508196721311475
1000|1003.1000.71,71|1000.1003,0.19672131147540983
1000|1003.1000.71,0|1000.1003.1000.71,1.0
1003|1000.41,1000|1003.1000.41,0.39303482587064675
0|1000.12,1000|0,1.0
81|1002,83|,1.0
11|1002,1000|11,1.0
0|101,1000|0,1.0
91|93,92|91.93,1.0
1002|1000.0,1000|1002.1000.0,0.422680412371134
1001|1000.101,1000|1001.1000.101,1.0
1001|93,93|1001,1.0
1003|1000.0.93,1000|1003.1000.0.93,1.0
52|51,54|52,0.8109452736318408
52|51,1002|52,0.07462686567164178
52|51,1001|52,0.11442786069651742
1000|41,0|1000.41,1.0
1000|41,1001|1000,0.0438871473354232
1000|41,1003|1000.41,1.0
1000|41,51|1000,0.0438871473354232
1000|41,1002|1000.41,1.0
1003|1000.82.1000,1000|1003.1000.82.1000,1.0
102|1001,101|,1.0
1000|1003.1000.124,121|,1.0
103|,0|,0.03815261044176707
103|,1002|103,1.0
103|,1000|103,0.19047619047619047
103|,1003|103,1.0
103|,101|,0.15461847389558234
103|,1001|103,1.0
103|,102|103,0.8362068965517241
1002|33,33|,1.0
1000|1003.1000.93,102|1000,0.10232558139534884
1000|1003.1000.93,103|1000.1003,0.42790697674418604
1000|1003.1000.93,91|1000.1003,0.08837209302325581
1000|1003.1000.93,121|,0.05581395348837209
1000|1003.1000.93,0|1000.1003.1000.93,0.5
1001|,102|1001,1.0
1001|,43|1001,0.5
1001|,81|1001,1.0
1001|,101|1001,1.0
1001|,72|1001,1.0
1001|,41|1001,0.7580645161290323
1001|,32|1001,1.0
1001|,113|,0.01887871853546911
1001|,22|1001,1.0
1001|,54|1001,1.0
1001|,11|1001,1.0
1001|,12|1001,1.0
1001|,93|1001,1.0
1001|,121|,0.010869565217391304
1001|,51|1001,1.0
1001|,103|,0.009153318077803204
1001|,71|,0.012585812356979404
1001|,1000|1001,0.02722323049001815
1001|,83|,0.009153318077803204
