source,target,value
1000|33,33|,0.04106776180698152
1000|33,21|1000.33,0.2602739726027397
1000|33,0|1000.33,0.5454545454545454
1000|33,1002|,0.25051334702258726
1000|33,22|,0.09856262833675565
1000|33,32|1000.33,0.78125
1000|33,1001|1000.33,1.0
54|0,52|54.0,1.0
1001|11,11|1001,1.0
82|0,81|82,0.4731182795698925
82|0,1000|82.0,1.0
82|0,83|82,0.12903225806451613
1000|0.12,1001|1000,0.3898305084745763
1000|0.12,1002|1000.0.12,1.0
81|1001,1000|81,0.26666666666666666
81|1001,83|,0.7333333333333333
113|1001,111|,0.4473684210526316
113|1001,1000|113,0.5526315789473685
1002|1000.0.32,1000|1002.1000.0.32,1.0
1000|11,1002|1000.11,1.0
1000|11,1001|1000.11,1.0
1000|11,12|1000,0.04234527687296417
1000|11,0|1000.11,1.0
1002|1000.12.1000,1000|1002.1000.12.1000,0.5454545454545454
1000|1002.1000.0.1000.1002,103|1000.1002.1000.0,0.05339805825242718
1000|1002.1000.0.1000.1002,32|1000,0.10679611650485436
1000|1002.1000.0.1000.1002,121|,0.05825242718446602
1000|1002.1000.0.1000.1002,33|1000.1002.1000.0.1000,0.10194174757281553
1000|1002.1000.0.1000.1002,112|1000.1002.1000.0,0.06310679611650485
1000|1002.1000.0.1000.1002,43|1000.1002.1000.0,0.05825242718446602
1000|1002.1000.0.1000.1002,0|1000.1002.1000.0,0.4029126213592233
1000|1002.1000.0.1000.1002,91|1000,0.04854368932038835
1000|1002.1000.0.1000.1002,42|1000.1002.1000.0,0.05825242718446602
1000|1002.1000.0.1000.1002,71|,0.04854368932038835
91|93,92|91.93,1.0
1002|1000.0.41,1000|1002.1000.0.41,0.47619047619047616
0|101,1000|0.101,1.0
1000|1002.1000.12.11,0|1000.1002,0.38461538461538464
1000|1002.1000.12.11,33|1000.1002,0.6153846153846154
1000|1002.1000.0.1001,0|1000.1002.1000.0,0.6764705882352942
1000|1002.1000.0.1001,33|1000.1002,0.3235294117647059
1000|72,0|1000,0.031055900621118012
1000|72,1001|1000.72,1.0
1000|72,81|1000.72,1.0
1000|72,1002|1000.72,1.0
1000|72,82|,0.037267080745341616
0|93,1000|0.93,1.0
103|1000.1002.1000.0,102|103.1000.1002.1000.0,1.0
54|52.0,51|54,1.0
0|113,1000|0,1.0
1002|1000.0.1000.1001,1000|1002.1000.0.1000.1001,0.3333333333333333
12|1001,1000|12.1001,1.0
