source,target,value
112|113,1000|112,1.0
1003|1000.71,1000|1003.1000.71,0.5081967213114754
111|1001,1000|111,1.0
1000|111,0|1000,0.0547945205479452
1000|111,1003|1000.111,1.0
1000|111,1002|1000,0.0958904109589041
1000|111,121|,0.0502283105022831
1000|111,1001|1000,0.091324200913242
12|1000.1003,21|12,0.21818181818181817
12|1000.1003,1000|12.1000,0.5454545454545454
12|1000.1003,11|12,0.23636363636363636
1000|22,1002|1000,0.1925133689839572
1000|22,1003|1000.22,1.0
1000|22,1001|1000,0.0962566844919786
1000|22,0|1000.22,1.0
1002|113,113|,1.0
1003|1000.0.93,1000|1003.1000.0.93,1.0
0|,71|0,0.15942028985507245
0|,22|,0.0052323791935980305
0|,93|,0.008618036318867343
0|,1000|0,0.023086269744835967
0|,33|,0.008002462296091105
0|,12|0,0.5909090909090909
0|,113|,0.008618036318867343
0|,43|0,0.5740740740740741
0|,124|,0.0043090181594336715
0|,112|0,1.0
0|,111|,0.0052323791935980305
0|,91|0,1.0
0|,42|0,0.38461538461538464
0|,82|0,0.3707865168539326
0|,11|0,0.19047619047619047
0|,52|0,1.0
0|,83|,0.0052323791935980305
0|,102|,0.008310249307479225
0|,1003|0,1.0
0|,121|,0.008310249307479225
0|,1001|0,1.0
0|,123|0,1.0
0|,103|0,0.803030303030303
0|,81|0,1.0
0|,32|0,0.18181818181818182
0|,92|0,1.0
0|,51|0,1.0
0|,72|0,1.0
0|,1002|0,1.0
0|,21|0,1.0
0|,53|,0.0040012311480455524
0|,54|0,1.0
51|1000.1003.1000.41,1000|51,0.1935483870967742
51|1000.1003.1000.41,52|51,0.8064516129032258
1000|52,1003|1000.52,1.0
1000|52,1002|1000,0.16216216216216217
1000|33.1000.1003.1000.32,1003|1000.33,1.0
52|1001,54|52,0.5853658536585366
52|1001,1000|52,0.4146341463414634
113|,1000|113,0.08955223880597014
113|,111|113,0.17289719626168223
113|,0|113,1.0
113|,1001|113,1.0
113|,112|113,1.0
113|,1002|113,1.0
1000|91,1003|,0.7758620689655172
1000|91,92|1000,0.22413793103448276
1000|0.124,1003|1000.0.124,1.0
71|1000.53,72|71,1.0
124|1003,1000|124,1.0
1003|1000.54,1000|1003.1000.54,0.07857142857142857
