36 4 => 37 9
23 => 5 177
23 => 36 21
23 => 12 16
23 => 16 35
23 => 37 64
17 25 12 => 37 23
12 24 27 => 37 13
32 36 => 12 30
32 36 => 17 17
1 25 => 12 11
1 25 => 37 20
1 25 => 29 10
36 27 => 37 18
37 12 25 11 => 13 11
9 12 => 36 19
9 12 => 18 9
9 12 => 37 82
16 36 12 => 37 18
7 25 => 36 18
7 25 => 12 12
7 25 => 37 52
9 37 12 => 32 23
9 37 12 => 18 14
9 37 12 => 37 294
9 37 12 => 0 13
9 37 12 => 36 85
9 37 12 => 11 9
9 37 12 => 25 14
9 37 12 => 9 101
19 12 20 => 6 10
3 12 => 37 8
3 12 => 24 14
23 16 => 37 26
1 36 => 12 53
1 36 => 29 8
12 33 => 26 12
12 33 => 12 16
12 33 => 37 25
12 33 => 2 17
36 12 17 => 32 10
31 18 => 7 20
12 24 3 => 27 13
30 => 12 51
30 => 10 49
30 => 36 38
30 => 4 252
30 => 25 18
30 => 37 123
3 25 => 24 10
28 34 => 36 18
28 34 => 12 41
28 34 => 37 81
28 34 => 25 40
31 12 18 => 7 47
31 12 18 => 37 15
31 12 18 => 25 8
22 36 => 28 8
26 12 => 33 9
26 12 => 37 12
34 12 => 36 8
34 12 => 28 8
34 12 => 25 11
34 12 => 37 43
34 12 => 22 20
11 18 => 36 9
11 18 => 12 9
11 18 => 37 8
36 23 => 5 12
6 19 => 12 14
6 19 => 37 44
25 2 => 26 63
31 12 29 1 => 37 22
12 36 => 32 19
12 36 => 12 2457
12 36 => 20 12
12 36 => 0 12
12 36 => 19 19
12 36 => 25 26
12 36 => 11 9
12 36 => 8 12
12 36 => 7 9
12 36 => 1 11
12 36 => 18 23
12 36 => 13 17
12 36 => 10 17
12 36 => 17 10
12 36 => 2 10
12 36 => 29 15
12 36 => 15 21
12 36 => 9 17
12 36 => 3 12
25 12 29 => 1 15
7 37 => 12 116
8 25 => 37 8
7 18 => 37 21
7 18 => 25 15
24 37 => 12 107
25 33 => 37 9
19 37 12 => 36 16
19 37 12 => 37 91
19 37 12 => 9 28
25 0 => 36 15
25 0 => 12 11
25 0 => 37 9
25 0 => 15 12
25 0 => 21 13
0 => 12 97
0 => 21 231
0 => 37 165
0 => 20 18
0 => 15 69
0 => 19 14
0 => 36 110
0 => 11 8
0 => 1 9
0 => 25 19
0 => 18 8
4 37 12 => 36 14
4 37 12 => 23 11
4 37 12 => 8 13
4 37 12 => 25 11
4 37 12 => 37 92
36 0 => 36 11
36 0 => 21 12
36 0 => 37 10
36 22 => 28 20
36 22 => 37 10
33 36 12 => 37 27
12 29 36 => 1 8
12 29 36 => 12 22
30 37 => 12 119
12 20 => 6 48
12 20 => 36 25
12 20 => 12 28
12 20 => 37 45
12 20 => 19 20
12 36 18 => 37 8
18 11 => 36 8
18 11 => 37 16
31 12 25 => 37 13
31 12 25 => 29 10
25 31 => 12 14
36 26 33 => 37 8
3 24 => 36 16
3 24 => 37 25
3 24 => 27 201
19 6 => 36 9
19 6 => 12 14
19 6 => 37 19
19 6 => 20 42
21 12 37 => 12 53
10 36 => 30 8
6 20 19 => 37 18
12 11 13 => 37 21
12 11 13 => 25 8
32 12 17 => 37 9
19 36 12 => 37 24
23 37 12 => 37 37
23 37 12 => 8 11
19 12 => 6 8
19 12 => 20 12
19 12 => 37 34
25 37 12 15 => 0 12
12 15 21 => 0 35
12 15 21 => 37 16
21 0 => 12 13
21 0 => 37 35
29 12 => 1 29
29 12 => 37 11
36 6 => 37 12
1 36 12 => 37 29
18 36 12 => 37 34
21 25 => 12 8
21 25 => 37 30
12 20 6 => 37 15
12 20 6 => 19 23
28 12 37 12 => 37 18
28 12 37 12 => 25 9
18 36 => 7 12
18 36 => 12 63
17 12 37 12 => 37 48
36 12 3 => 24 14
16 25 => 37 21
11 25 12 => 37 12
6 12 37 12 => 37 28
6 12 37 12 => 9 10
32 37 => 12 135
33 12 37 12 => 37 37
20 37 12 => 36 20
20 37 12 => 37 67
20 37 12 => 9 21
36 2 => 26 16
12 2 33 => 26 10
33 => 12 88
33 => 37 244
33 => 2 30
33 => 36 45
33 => 26 32
33 => 25 56
33 => 3 9
26 37 => 12 76
25 37 12 29 => 1 18
6 37 12 => 37 127
6 37 12 => 9 36
16 5 => 23 13
22 37 12 => 37 19
12 24 => 12 9
12 24 => 3 23
12 24 => 36 19
12 24 => 25 8
12 24 => 37 43
12 24 => 27 28
37 12 26 => 2 14
19 6 20 => 12 10
19 6 20 => 37 23
36 12 10 30 => 4 13
17 12 37 => 12 65
12 29 36 12 => 1 9
5 37 12 => 37 23
5 37 12 => 8 10
30 37 12 => 36 9
30 37 12 => 4 9
30 37 12 => 37 69
30 37 12 => 8 11
25 23 => 5 26
12 36 12 19 => 20 8
0 12 => 21 18
0 12 => 37 43
0 12 => 15 8
31 37 => 12 125
12 26 33 => 37 12
36 1 => 37 14
25 15 => 0 31
25 15 => 21 11
25 29 => 1 58
25 29 => 37 19
12 28 => 12 9
12 28 => 37 11
12 28 => 34 10
12 28 => 22 12
34 28 => 37 16
34 28 => 22 12
25 22 => 28 42
3 36 => 12 9
3 36 => 24 11
18 25 37 12 => 37 9
18 25 37 12 => 25 8
36 => 28 12
36 => 32 46
36 => 26 26
36 => 20 41
36 => 19 55
36 => 11 36
36 => 8 26
36 => 29 41
36 => 12 3995
36 => 22 35
36 => 7 27
36 => 18 47
36 => 13 42
36 => 17 36
36 => 30 21
36 => 24 24
36 => 9 33
36 => 0 49
36 => 21 33
36 => 25 92
36 => 15 67
36 => 16 18
36 => 5 9
36 => 1 31
36 => 10 42
36 => 2 23
36 => 31 14
36 => 33 22
36 => 23 20
36 => 6 24
36 => 3 35
36 => 4 22
36 => 34 16
36 => 27 30
21 36 => 12 42
13 12 11 => 37 8
8 37 => 12 666
25 10 => 30 51
12 25 => 32 67
12 25 => 16 12
12 25 => 20 48
12 25 => 8 22
12 25 => 19 36
12 25 => 4 11
12 25 => 26 17
12 25 => 22 35
12 25 => 7 12
12 25 => 18 24
12 25 => 13 58
12 25 => 17 38
12 25 => 30 15
12 25 => 29 74
12 25 => 37 598
12 25 => 9 11
12 25 => 0 50
12 25 => 12 286
12 25 => 24 11
12 25 => 15 54
12 25 => 28 9
12 25 => 5 8
12 25 => 1 30
12 25 => 10 55
12 25 => 2 72
12 25 => 31 20
12 25 => 33 20
12 25 => 36 211
12 25 => 23 34
12 25 => 6 21
12 25 => 3 69
12 25 => 11 40
12 25 => 34 82
36 3 => 24 9
36 3 => 27 9
10 37 => 12 69
12 19 6 => 12 8
12 19 6 => 20 34
27 37 => 12 202
15 0 12 => 21 8
6 12 37 => 12 45
0 37 => 12 158
36 0 21 => 37 9
2 36 => 12 12
2 36 => 26 16
37 12 11 => 12 17
37 12 11 => 13 25
37 12 11 => 37 22
37 12 11 => 36 17
37 12 11 => 25 23
37 12 11 => 18 13
6 25 => 37 17
33 2 => 26 20
33 36 => 12 39
36 22 28 => 37 9
20 36 12 => 37 22
24 37 12 => 10 8
24 37 12 => 25 9
24 37 12 => 37 56
24 37 12 => 3 13
10 37 12 => 30 10
10 37 12 => 37 37
31 => 7 15
31 => 12 351
31 => 37 125
31 => 36 47
31 => 29 14
31 => 18 32
31 => 25 21
29 36 => 1 10
29 36 => 12 45
36 29 1 => 37 8
12 16 => 5 16
12 16 => 36 9
12 16 => 37 28
15 36 => 0 13
15 36 => 12 28
4 25 => 36 8
4 25 => 12 11
4 25 => 37 28
17 37 => 12 200
12 21 => 0 9
12 21 => 12 11
12 21 => 37 32
19 => 12 74
19 => 37 162
19 => 20 210
19 => 36 60
19 => 6 89
19 => 25 17
25 12 3 => 24 9
13 11 => 36 17
13 11 => 12 36
13 11 => 37 58
13 11 => 25 53
13 11 => 18 8
25 3 => 37 9
25 3 => 24 51
12 5 => 23 11
12 5 => 16 20
12 5 => 37 10
6 => 12 79
6 => 37 195
6 => 20 98
6 => 19 72
6 => 36 68
6 => 25 35
36 12 25 => 32 9
36 12 25 => 12 27
36 12 25 => 37 65
36 12 25 => 36 19
25 16 => 37 10
17 25 37 => 12 51
6 37 => 12 186
30 25 => 37 10
27 => 12 57
27 => 37 203
27 => 24 42
27 => 36 42
27 => 25 45
27 => 3 11
33 37 12 => 2 12
33 37 12 => 37 161
33 37 12 => 25 16
33 37 12 => 3 20
33 37 12 => 36 13
10 25 => 30 8
36 17 => 36 9
36 17 => 37 10
36 12 20 => 37 9
1 37 12 => 37 185
1 37 12 => 31 11
1 37 12 => 36 15
1 37 12 => 15 14
1 37 12 => 29 19
1 37 12 => 25 24
25 26 => 33 15
12 34 25 => 37 14
12 34 25 => 22 8
2 12 => 26 14
12 34 => 12 42
12 34 => 37 52
12 34 => 36 35
12 34 => 28 10
12 34 => 25 29
12 34 => 22 53
20 6 => 36 36
20 6 => 12 50
20 6 => 37 126
20 6 => 25 30
20 6 => 19 50
16 37 12 => 36 8
16 37 12 => 8 42
16 37 12 => 37 122
37 12 6 => 36 8
37 12 6 => 37 11
37 12 6 => 20 11
37 12 6 => 19 11
18 37 => 12 175
25 37 12 25 => 36 13
25 37 12 25 => 12 12
25 37 12 25 => 37 20
25 37 12 25 => 29 9
22 37 => 12 38
17 32 => 36 13
17 32 => 12 18
17 32 => 37 65
17 32 => 25 9
25 37 => 12 1117
36 12 18 => 7 8
36 12 18 => 36 10
36 12 18 => 37 14
16 5 23 => 37 12
3 24 36 => 27 12
1 29 => 36 13
1 29 => 12 11
1 29 => 37 37
0 36 12 => 36 15
0 36 12 => 37 17
31 29 => 1 12
15 0 36 => 21 8
7 25 12 => 37 9
25 17 => 32 34
21 15 => 37 9
36 12 36 => 12 416
25 32 => 37 8
25 32 => 17 58
27 12 37 12 => 10 14
27 12 37 12 => 37 15
4 30 => 10 10
4 30 => 37 9
12 24 36 => 3 8
36 19 => 37 23
36 19 => 20 8
37 16 => 37 14
11 12 => 13 9
11 12 => 25 21
11 12 => 37 39
22 => 12 32
22 => 37 40
22 => 36 15
22 => 28 363
22 => 25 12
22 => 34 25
18 37 12 => 36 15
18 37 12 => 37 93
18 37 12 => 25 13
18 37 12 => 9 9
18 37 12 => 31 11
25 20 6 => 37 13
25 20 6 => 19 23
12 36 12 => 32 50
12 36 12 => 20 16
12 36 12 => 19 35
12 36 12 => 10 22
12 36 12 => 11 30
12 36 12 => 8 82
12 36 12 => 22 13
12 36 12 => 7 10
12 36 12 => 18 24
12 36 12 => 13 45
12 36 12 => 17 12
12 36 12 => 29 30
12 36 12 => 9 101
12 36 12 => 0 19
12 36 12 => 25 116
12 36 12 => 15 22
12 36 12 => 1 16
12 36 12 => 37 1311
12 36 12 => 2 30
12 36 12 => 31 38
12 36 12 => 36 309
12 36 12 => 23 10
12 36 12 => 3 25
12 36 12 => 34 16
17 12 => 32 9
17 12 => 37 65
17 12 => 25 11
36 32 => 37 8
36 32 => 17 18
20 36 => 12 38
20 36 => 6 8
20 36 => 19 9
25 11 13 => 37 10
31 36 => 12 44
37 12 5 => 23 8
37 12 5 => 16 13
20 19 => 36 8
20 19 => 37 28
20 19 => 6 18
13 25 => 11 10
13 25 => 37 17
36 12 29 => 1 26
12 15 12 => 0 12
11 37 12 => 36 15
11 37 12 => 13 10
11 37 12 => 25 14
11 37 12 => 37 94
2 37 12 => 37 27
8 37 12 => 32 8
8 37 12 => 18 11
8 37 12 => 37 384
8 37 12 => 36 69
8 37 12 => 8 95
8 37 12 => 25 20
8 37 12 => 9 11
8 37 12 => 3 9
7 36 12 => 37 28
4 => 23 8
4 => 12 67
4 => 10 27
4 => 36 40
4 => 30 24
4 => 25 51
4 => 37 163
34 12 22 28 => 37 16
8 => 32 13
8 => 12 133
8 => 37 678
8 => 36 175
8 => 23 12
8 => 25 16
8 => 9 16
8 36 => 12 129
3 => 12 41
3 => 37 70
3 => 36 27
3 => 25 19
3 => 24 250
3 => 27 81
9 36 => 12 154
9 36 => 11 8
9 36 => 18 9
2 12 26 => 33 9
7 12 25 => 37 10
36 12 10 => 30 23
36 10 => 30 24
15 37 12 => 37 33
9 => 0 16
9 => 12 171
9 => 20 17
9 => 19 28
9 => 15 8
9 => 8 13
9 => 18 17
9 => 13 8
9 => 11 19
9 => 36 201
9 => 25 20
9 => 37 615
13 12 => 36 12
13 12 => 11 17
13 12 => 37 45
13 12 => 25 19
12 5 23 => 16 8
1 37 => 12 285
36 21 => 37 16
29 37 => 12 120
12 11 => 12 36
12 11 => 13 46
12 11 => 37 53
12 11 => 36 26
12 11 => 25 31
12 11 => 18 24
33 12 37 => 12 53
25 34 => 28 12
25 34 => 36 10
25 34 => 12 12
25 34 => 37 22
25 34 => 22 37
36 20 => 36 9
36 20 => 37 9
36 20 => 6 15
12 => 32 422
12 => 16 73
12 => 20 186
12 => 19 329
12 => 11 235
12 => 8 984
12 => 22 256
12 => 7 184
12 => 18 431
12 => 13 407
12 => 17 153
12 => 30 86
12 => 29 340
12 => 37 19292
12 => 9 1051
12 => 0 269
12 => 21 75
12 => 26 77
12 => 24 136
12 => 15 347
12 => 28 60
12 => 25 2156
12 => 5 55
12 => 1 189
12 => 10 349
12 => 2 329
12 => 31 522
12 => 33 86
12 => 36 2780
12 => 23 171
12 => 6 93
12 => 3 314
12 => 4 72
12 => 34 226
12 => 27 41
22 34 => 28 12
22 34 => 37 9
15 37 => 12 77
12 2 => 12 16
12 2 => 37 21
12 2 => 33 17
12 2 => 36 15
12 2 => 26 240
12 2 => 25 14
8 9 => 37 9
26 37 12 => 37 46
25 12 => 0 8
25 12 => 19 11
25 12 => 13 21
25 12 => 29 21
25 12 => 11 11
25 12 => 15 12
25 12 => 18 12
25 12 => 10 17
25 12 => 2 11
25 12 => 34 18
25 12 => 31 12
25 12 => 36 49
25 12 => 23 9
25 12 => 25 9
25 12 => 37 194
25 12 => 9 8
25 12 => 3 12
21 12 37 12 => 37 38
25 36 12 13 => 37 8
25 12 13 => 11 8
25 12 13 => 37 11
33 12 => 37 53
33 12 => 3 10
23 5 => 36 8
23 5 => 37 15
23 5 => 16 145
20 => 12 58
20 => 37 135
20 => 19 62
20 => 36 65
20 => 6 299
20 => 25 18
25 19 => 20 24
4 12 => 37 42
4 12 => 25 8
13 37 => 12 197
36 15 21 => 37 11
6 36 => 12 43
6 36 => 19 10
28 37 => 12 146
1 12 => 37 55
1 12 => 29 10
18 7 => 36 33
18 7 => 12 34
18 7 => 37 47
18 7 => 25 43
7 => 12 62
7 => 37 116
7 => 31 20
7 => 36 62
7 => 25 93
7 => 18 55
16 => 5 24
16 => 12 38
16 => 37 200
16 => 36 35
16 => 23 15
16 => 25 31
12 1 => 36 29
12 1 => 12 18
12 1 => 37 69
12 1 => 29 48
12 1 => 25 14
21 12 => 0 9
21 12 => 37 53
21 12 => 25 9
18 => 7 171
18 => 32 12
18 => 12 73
18 => 13 11
18 => 17 9
18 => 0 30
18 => 36 97
18 => 11 46
18 => 31 12
18 => 25 60
18 => 37 175
17 12 25 => 37 8
37 12 22 => 12 13
37 12 22 => 28 149
37 12 22 => 34 11
18 25 37 => 12 30
24 25 => 37 9
36 15 => 0 12
36 15 => 21 25
36 15 => 37 8
36 15 => 36 11
3 37 => 12 67
20 37 => 12 131
36 13 => 12 9
36 13 => 37 20
36 20 6 => 37 9
12 15 => 0 159
12 15 => 21 62
12 15 => 37 38
12 15 => 36 22
12 15 => 25 15
12 15 => 12 32
11 => 0 14
11 => 18 52
11 => 13 77
11 => 37 168
11 => 36 75
11 => 25 89
11 => 12 89
17 36 12 => 37 44
0 37 12 => 36 11
0 37 12 => 15 10
0 37 12 => 37 78
0 37 12 => 25 11
0 37 12 => 9 9
19 20 => 37 8
19 20 => 6 185
28 22 => 37 12
28 22 => 34 8
12 26 => 33 23
12 26 => 12 11
12 26 => 37 15
12 26 => 2 18
25 36 => 12 275
25 36 => 13 11
28 34 12 => 37 21
2 => 12 30
2 => 37 53
2 => 33 34
2 => 36 33
2 => 26 354
2 => 25 17
25 6 20 => 19 9
3 27 => 36 8
3 27 => 37 22
3 27 => 24 34
3 27 => 25 8
36 32 17 => 37 9
31 7 => 25 8
0 36 => 12 53
0 36 => 15 21
0 36 => 21 19
11 25 => 36 17
11 25 => 12 21
11 25 => 37 38
24 37 12 3 => 27 9
36 12 15 => 0 11
36 12 15 => 37 14
36 12 0 => 12 9
36 12 0 => 37 10
8 12 => 36 12
8 12 => 37 66
8 12 => 25 11
4 10 => 30 16
7 12 => 37 27
7 12 => 25 17
25 26 33 => 37 8
27 12 => 37 36
20 12 => 37 26
20 12 => 6 9
9 36 12 => 36 22
9 36 12 => 37 71
9 36 12 => 25 11
9 36 12 => 9 12
16 36 => 12 29
37 12 11 12 => 25 8
36 25 => 36 11
36 25 => 12 13
36 25 => 37 47
1 37 12 15 => 0 8
32 12 => 37 38
32 12 => 17 16
27 25 => 37 29
17 36 => 12 61
2 26 36 => 33 12
34 22 => 28 88
12 37 12 4 => 10 10
21 37 12 19 => 20 14
11 36 => 12 45
9 19 => 20 21
9 11 => 18 10
26 => 12 34
26 => 37 79
26 => 2 43
26 => 33 323
26 => 36 27
26 => 25 16
15 0 => 36 14
15 0 => 21 166
15 0 => 37 9
15 0 => 12 11
36 10 30 => 4 12
25 30 => 10 8
25 30 => 37 8
34 36 12 => 37 22
34 36 => 12 44
34 36 => 22 19
25 22 28 => 34 26
34 12 22 => 28 19
25 2 26 33 => 37 36
25 2 26 => 33 47
29 => 0 11
29 => 12 60
29 => 37 123
29 => 1 289
29 => 36 64
29 => 15 14
29 => 25 27
36 33 => 37 8
31 12 => 7 45
31 12 => 1 14
31 12 => 18 77
31 12 => 37 94
31 12 => 36 23
31 12 => 29 39
31 12 => 25 46
15 => 0 214
15 => 21 160
15 => 37 84
15 => 19 16
15 => 36 54
15 => 6 9
15 => 25 17
15 => 12 58
27 37 12 => 36 20
27 37 12 => 10 33
27 37 12 => 25 17
27 37 12 => 37 113
12 0 21 => 15 8
12 0 21 => 37 19
28 12 => 37 33
12 30 => 12 8
12 30 => 10 22
12 30 => 37 29
12 30 => 4 16
12 37 12 6 => 19 9
27 12 37 => 12 36
17 => 32 112
17 => 12 98
17 => 37 203
17 => 36 75
17 => 25 98
17 => 34 8
29 37 12 => 1 8
29 37 12 => 37 68
29 37 12 => 25 10
29 37 12 => 36 11
12 27 => 37 20
21 => 0 62
21 => 12 84
21 => 37 237
21 => 19 8
21 => 36 56
21 => 15 23
21 => 25 48
12 0 => 12 44
12 0 => 37 68
12 0 => 36 41
12 0 => 15 45
12 0 => 25 9
12 0 => 21 35
34 25 => 36 8
34 25 => 12 15
34 25 => 37 35
34 25 => 22 10
10 12 => 37 14
13 36 => 12 49
18 25 => 36 13
18 25 => 37 31
25 6 => 20 21
5 37 => 12 48
25 36 12 => 36 31
25 36 12 => 13 13
25 36 12 => 25 12
25 36 12 => 37 141
25 0 36 => 15 9
31 37 12 => 36 11
31 37 12 => 37 66
31 37 12 => 25 13
31 37 12 => 31 8
12 37 => 5 9
12 37 => 12 19204
12 37 => 3 8
33 25 => 37 39
25 => 32 74
25 => 26 29
25 => 20 63
25 => 16 14
25 => 19 44
25 => 10 62
25 => 11 50
25 => 8 28
25 => 21 11
25 => 22 47
25 => 7 19
25 => 18 34
25 => 13 65
25 => 17 45
25 => 30 26
25 => 24 23
25 => 9 12
25 => 0 62
25 => 12 494
25 => 29 88
25 => 15 59
25 => 28 16
25 => 5 10
25 => 1 45
25 => 37 1146
25 => 2 78
25 => 31 26
25 => 33 26
25 => 36 376
25 => 23 40
25 => 6 30
25 => 3 74
25 => 4 18
25 => 34 95
30 12 => 37 22
1 => 0 13
1 => 12 81
1 => 37 291
1 => 36 72
1 => 25 46
1 => 29 71
28 => 12 63
28 => 37 146
28 => 36 44
28 => 25 8
28 => 34 184
28 => 22 33
27 24 => 37 25
27 24 => 25 8
12 19 => 12 33
12 19 => 37 40
12 19 => 20 142
12 19 => 36 29
12 19 => 6 53
12 19 => 25 11
25 24 => 37 8
16 12 => 37 24
5 12 => 37 9
4 36 => 12 31
19 37 => 12 161
5 => 36 16
5 => 12 22
5 => 16 184
5 => 37 49
5 => 23 33
13 12 25 => 37 12
25 22 28 34 => 37 16
7 36 => 12 46
7 36 => 25 8
25 1 => 37 23
25 1 => 29 16
6 12 => 37 45
6 12 => 25 8
37 => 32 10
37 => 12 25819
37 => 16 16
37 => 20 8
37 => 19 9
37 => 15 11
37 => 8 11
37 => 22 9
37 => 5 15
37 => 18 9
37 => 13 9
37 => 2 8
37 => 23 9
37 => 25 12
37 => 3 14
6 36 12 => 37 26
20 19 6 => 37 8
36 7 => 25 8
31 18 7 => 12 9
21 37 12 => 36 12
21 37 12 => 37 158
21 37 12 => 25 16
21 37 12 => 9 10
21 37 12 => 19 22
29 12 1 => 37 21
25 15 0 21 => 37 15
25 37 12 19 => 20 11
34 37 12 => 2 14
34 37 12 => 37 104
34 37 12 => 25 15
34 37 12 => 36 8
34 37 12 => 22 17
37 12 25 => 32 56
37 12 25 => 8 17
37 12 25 => 20 41
37 12 25 => 19 33
37 12 25 => 4 11
37 12 25 => 26 15
37 12 25 => 22 29
37 12 25 => 18 18
37 12 25 => 13 44
37 12 25 => 17 33
37 12 25 => 30 13
37 12 25 => 29 57
37 12 25 => 37 406
37 12 25 => 9 10
37 12 25 => 0 49
37 12 25 => 12 214
37 12 25 => 15 50
37 12 25 => 16 11
37 12 25 => 1 22
37 12 25 => 10 49
37 12 25 => 2 63
37 12 25 => 31 18
37 12 25 => 33 18
37 12 25 => 36 162
37 12 25 => 23 32
37 12 25 => 6 21
37 12 25 => 3 59
37 12 25 => 11 22
37 12 25 => 34 75
11 36 12 => 37 24
36 12 => 28 10
36 12 => 32 68
36 12 => 26 13
36 12 => 20 30
36 12 => 19 64
36 12 => 10 33
36 12 => 11 47
36 12 => 8 123
36 12 => 22 29
36 12 => 7 17
36 12 => 18 52
36 12 => 13 71
36 12 => 17 26
36 12 => 30 12
36 12 => 29 49
36 12 => 9 151
36 12 => 0 40
36 12 => 21 18
36 12 => 25 183
36 12 => 15 47
36 12 => 16 8
36 12 => 24 11
36 12 => 5 9
36 12 => 1 35
36 12 => 37 2114
36 12 => 2 38
36 12 => 31 65
36 12 => 33 10
36 12 => 36 477
36 12 => 23 20
36 12 => 6 16
36 12 => 3 31
36 12 => 4 12
36 12 => 34 29
36 12 => 27 9
28 36 => 12 34
22 12 => 28 12
22 12 => 37 8
37 12 1 => 36 20
37 12 1 => 37 22
37 12 1 => 29 35
37 12 1 => 25 9
36 12 11 => 13 9
36 12 11 => 37 13
33 2 26 => 37 9
34 25 12 => 37 12
36 12 1 => 37 13
36 12 1 => 29 8
34 => 12 102
34 => 37 178
34 => 36 69
34 => 28 35
34 => 25 71
34 => 22 98
25 13 11 => 37 8
0 15 => 21 48
34 22 28 => 12 21
34 22 28 => 37 53
2 26 => 33 269
2 26 => 36 19
2 26 => 12 16
2 26 => 37 36
2 26 => 25 8
17 25 => 36 14
17 25 => 12 29
17 25 => 37 52
17 37 12 => 32 8
17 37 12 => 37 149
17 37 12 => 25 9
17 37 12 => 36 11
36 11 => 37 11
36 16 => 37 10
7 37 12 => 36 10
7 37 12 => 18 12
7 37 12 => 37 62
7 37 12 => 25 9
7 37 12 => 31 12
36 12 31 12 => 37 15
25 15 0 => 21 23
12 20 19 => 6 8
31 12 7 => 18 12
31 12 7 => 37 15
31 12 7 => 25 12
24 => 12 20
24 => 3 31
24 => 36 55
24 => 25 21
24 => 37 114
24 => 27 243
11 37 => 12 165
