13|,18|,0.018121911037891267
13|,37|,0.32948929159802304
13|,11|,0.2915980230642504
13|,36|,0.10543657331136738
13|,25|,0.06589785831960461
13|,12|,0.18945634266886327
30|,25|,0.03389830508474576
30|,36|,0.07156308851224105
30|,10|,0.09227871939736347
30|,37|,0.23163841807909605
30|,4|,0.4745762711864407
30|,12|,0.096045197740113
19|,6|,0.1454248366013072
19|,25|,0.027777777777777776
19|,36|,0.09803921568627451
19|,20|,0.3431372549019608
19|,37|,0.2647058823529412
19|,12|,0.12091503267973856
8|,32|,0.012464046021093002
8|,25|,0.015340364333652923
8|,9|,0.015340364333652923
8|,36|,0.16778523489932887
8|,23|,0.011505273250239693
8|,37|,0.6500479386385427
8|,12|,0.12751677852348994
24|,37|,0.23553719008264462
24|,3|,0.0640495867768595
24|,36|,0.11363636363636363
24|,27|,0.5020661157024794
24|,25|,0.04338842975206612
24|,12|,0.04132231404958678
26|,37|,0.15134099616858238
26|,25|,0.03065134099616858
26|,2|,0.08237547892720307
26|,36|,0.05172413793103448
26|,33|,0.6187739463601533
26|,12|,0.06513409961685823
29|,25|,0.04591836734693878
29|,15|,0.023809523809523808
29|,0|,0.01870748299319728
29|,1|,0.4914965986394558
29|,36|,0.10884353741496598
29|,37|,0.20918367346938777
29|,12|,0.10204081632653061
9|,19|,0.025067144136078783
9|,37|,0.5505819158460161
9|,11|,0.017009847806624886
9|,0|,0.01432408236347359
9|,8|,0.011638316920322292
9|,20|,0.01521933751119069
9|,36|,0.17994628469113697
9|,18|,0.01521933751119069
9|,25|,0.017905102954341987
9|,12|,0.153088630259624
6|,19|,0.1316270566727605
6|,37|,0.35648994515539306
6|,36|,0.12431444241316271
6|,20|,0.17915904936014626
6|,25|,0.06398537477148081
6|,12|,0.14442413162705667
21|,25|,0.09411764705882353
21|,15|,0.045098039215686274
21|,36|,0.10980392156862745
21|,0|,0.12156862745098039
21|,37|,0.4647058823529412
21|,12|,0.16470588235294117
28|,37|,0.31063829787234043
28|,12|,0.13404255319148936
28|,22|,0.07021276595744681
28|,34|,0.39148936170212767
28|,36|,0.09361702127659574
7|,18|,0.13480392156862744
7|,25|,0.22794117647058823
7|,36|,0.15196078431372548
7|,31|,0.049019607843137254
7|,37|,0.28431372549019607
7|,12|,0.15196078431372548
11|,18|,0.09219858156028368
11|,25|,0.15780141843971632
11|,13|,0.13652482269503546
11|,0|,0.024822695035460994
11|,36|,0.13297872340425532
11|,37|,0.2978723404255319
11|,12|,0.15780141843971632
5|,37|,0.1611842105263158
5|,36|,0.05263157894736842
5|,16|,0.6052631578947368
5|,23|,0.10855263157894737
5|,12|,0.07236842105263158
20|,6|,0.46938775510204084
20|,37|,0.2119309262166405
20|,19|,0.09733124018838304
20|,36|,0.10204081632653061
20|,25|,0.0282574568288854
20|,12|,0.09105180533751962
16|,37|,0.5830903790087464
16|,5|,0.06997084548104957
16|,36|,0.10204081632653061
16|,23|,0.043731778425655975
16|,25|,0.09037900874635568
16|,12|,0.11078717201166181
34|,37|,0.321880650994575
34|,25|,0.12839059674502712
34|,28|,0.06329113924050633
34|,36|,0.12477396021699819
34|,22|,0.17721518987341772
34|,12|,0.1844484629294756
18|,32|,0.017467248908296942
18|,25|,0.08733624454148471
18|,13|,0.01601164483260553
18|,11|,0.06695778748180495
18|,0|,0.043668122270742356
18|,31|,0.017467248908296942
18|,7|,0.24890829694323144
18|,36|,0.14119359534206696
18|,37|,0.2547307132459971
18|,12|,0.10625909752547306
15|,19|,0.026533996683250415
15|,21|,0.26533996683250416
15|,36|,0.08955223880597014
15|,37|,0.13930348258706468
15|,0|,0.3548922056384743
15|,25|,0.028192371475953566
15|,12|,0.09618573797678276
31|,18|,0.05289256198347107
31|,37|,0.2066115702479339
31|,7|,0.024793388429752067
31|,36|,0.07768595041322314
31|,25|,0.03471074380165289
31|,29|,0.023140495867768594
31|,12|,0.5801652892561984
23|,37|,0.20447284345047922
23|,12|,0.051118210862619806
23|,16|,0.11182108626198083
23|,5|,0.5654952076677316
23|,36|,0.0670926517571885
0|,19|,0.019363762102351315
0|,25|,0.02627939142461964
0|,15|,0.0954356846473029
0|,21|,0.31950207468879666
0|,36|,0.15214384508990317
0|,20|,0.024896265560165973
0|,37|,0.22821576763485477
0|,12|,0.13416320885200553
10|,37|,0.13992537313432835
10|,36|,0.03171641791044776
10|,30|,0.6940298507462687
10|,25|,0.029850746268656716
10|,4|,0.03544776119402985
10|,12|,0.06902985074626866
25|,13|,0.019525382997897266
25|,18|,0.01021327726043857
25|,8|,0.008410934214478822
25|,26|,0.00871132472213878
25|,36|,0.11294683088014419
25|,30|,0.007810153199158907
25|,29|,0.0264343646740763
25|,6|,0.009011715229798739
25|,21|,0.0033042955842595375
25|,2|,0.023430459597476718
25|,7|,0.005707419645539201
25|,11|,0.015019525382997898
25|,5|,0.0030039050765995794
25|,20|,0.018924601982577352
25|,16|,0.004205467107239411
25|,34|,0.028537098227696005
25|,19|,0.01321718233703815
25|,15|,0.017723039951937518
25|,31|,0.007810153199158907
25|,23|,0.012015620306398318
25|,0|,0.018624211474917392
25|,10|,0.018624211474917392
25|,22|,0.014118353860018024
25|,32|,0.022228897566836887
25|,37|,0.3442475217783118
25|,28|,0.004806248122559327
25|,9|,0.003604686091919495
25|,3|,0.022228897566836887
25|,24|,0.006908981676179033
25|,1|,0.013517572844698107
25|,17|,0.013517572844698107
25|,33|,0.007810153199158907
25|,4|,0.0054070291378792434
25|,12|,0.14839291078401923
22|,37|,0.08213552361396304
22|,28|,0.7453798767967146
22|,36|,0.030800821355236138
22|,25|,0.024640657084188913
22|,34|,0.0513347022587269
22|,12|,0.06570841889117043
32|,37|,0.2057057057057057
32|,28|,0.015015015015015015
32|,17|,0.5435435435435435
32|,36|,0.09759759759759759
32|,25|,0.03003003003003003
32|,12|,0.10810810810810811
37|,32|,0.000385981164119191
37|,25|,0.0004631773969430292
37|,15|,0.0004245792805311101
37|,3|,0.0005403736297668674
37|,5|,0.0005789717461787865
37|,8|,0.0004245792805311101
37|,16|,0.0006175698625907056
37|,12|,0.9965647676393392
2|,37|,0.1017274472168906
2|,25|,0.03262955854126679
2|,36|,0.06333973128598848
2|,26|,0.6794625719769674
2|,33|,0.06525911708253358
2|,12|,0.05758157389635317
17|,32|,0.19112627986348124
17|,25|,0.16723549488054607
17|,12|,0.16723549488054607
17|,37|,0.3464163822525597
17|,36|,0.12798634812286688
3|,37|,0.14344262295081966
3|,27|,0.16598360655737704
3|,24|,0.5122950819672131
3|,36|,0.055327868852459015
3|,25|,0.0389344262295082
3|,12|,0.08401639344262295
36|,13|,0.008266089352489667
36|,18|,0.009250147608738437
36|,8|,0.005117102932493603
36|,26|,0.005117102932493603
36|,30|,0.004133044676244833
36|,29|,0.008069277701239913
36|,9|,0.006494784491241881
36|,6|,0.004723479629994096
36|,21|,0.006494784491241881
36|,28|,0.002361739814997048
36|,7|,0.005313914583743358
36|,11|,0.007085219444991143
36|,20|,0.008069277701239913
36|,16|,0.0035426097224955716
36|,34|,0.003148986419996064
36|,19|,0.01082464081873647
36|,15|,0.013186380633733516
36|,31|,0.0027553631174965557
36|,23|,0.00393623302499508
36|,0|,0.009643770911237946
36|,10|,0.008266089352489667
36|,25|,0.018106671914977366
36|,22|,0.0068884077937413895
36|,32|,0.009053335957488683
36|,2|,0.0045266679787443415
36|,17|,0.007085219444991143
36|,3|,0.0068884077937413895
36|,24|,0.004723479629994096
36|,1|,0.006101161188742373
36|,27|,0.0059043495374926196
36|,33|,0.004329856327494588
36|,4|,0.004329856327494588
36|,12|,0.7862625467427672
1|,37|,0.5069686411149826
1|,36|,0.1254355400696864
1|,0|,0.02264808362369338
1|,25|,0.08013937282229965
1|,29|,0.12369337979094076
1|,12|,0.14111498257839722
27|,25|,0.1125
27|,3|,0.0275
27|,36|,0.105
27|,24|,0.105
27|,37|,0.5075
27|,12|,0.1425
33|,37|,0.49292929292929294
33|,2|,0.06060606060606061
33|,36|,0.09090909090909091
33|,26|,0.06464646464646465
33|,25|,0.11313131313131314
33|,12|,0.17777777777777778
4|,25|,0.13709677419354838
4|,36|,0.10752688172043011
4|,30|,0.06451612903225806
4|,10|,0.07258064516129033
4|,37|,0.4381720430107527
4|,12|,0.18010752688172044
12|,13|,0.012417622650720038
12|,18|,0.013149865755430803
12|,8|,0.030021967293141324
12|,26|,0.0023492799609470343
12|,36|,0.08481815962899683
12|,30|,0.0026238711252135707
12|,29|,0.01037344398340249
12|,9|,0.03206614596045887
12|,6|,0.0028374420307542103
12|,25|,0.06577983890651697
12|,2|,0.010037832560410057
12|,7|,0.005613863802782524
12|,11|,0.007169880400292897
12|,5|,0.0016780571149621673
12|,20|,0.005674884061508421
12|,16|,0.0022272394434952403
12|,34|,0.0068952892360263605
12|,19|,0.010037832560410057
12|,15|,0.01058701488894313
12|,31|,0.015926287527459115
12|,23|,0.005217232121064193
12|,0|,0.008207224798633147
12|,10|,0.010648035147669026
12|,21|,0.0022882597022211375
12|,22|,0.007810593116914816
12|,32|,0.012875274591164266
12|,37|,0.5886014156700025
12|,28|,0.00183060776177691
12|,17|,0.00466804979253112
12|,3|,0.00958018061996583
12|,24|,0.004149377593360996
12|,1|,0.005766414449597267
12|,27|,0.0012509153038808883
12|,33|,0.0026238711252135707
12|,4|,0.002196729314132292
