source,target,value
30|12,37|30,0.38666666666666666
30|12,12|30,0.10666666666666667
30|12,4|,0.21333333333333335
30|12,10|30,0.29333333333333333
0|15,12|0,0.055
0|15,36|0,0.07
0|15,21|,0.83
0|15,12|0.15,0.055
0|15,37|0,0.045
0|15,36|0.15,0.07
36|0,15|36,0.22580645161290322
36|0,12|36.0,0.5698924731182796
36|0,15|36.0,0.22580645161290322
36|0,21|36,0.20430107526881722
36|30,4|36,0.42857142857142855
36|30,12|36,0.5714285714285714
36|26.2,33|36,1.0
12|3,37|12,0.36363636363636365
12|3,24|12,0.6363636363636364
25|1.12,29|25,1.0
18|12.36,36|18,0.3125
18|12.36,7|18,0.25
18|12.36,37|18,0.4375
23|5.16,37|23,1.0
37|12.28,12|37.12.28,1.0
17|,36|17,0.12626262626262627
17|,34|,0.013468013468013467
17|,12|17,0.16498316498316498
17|,25|17,0.16498316498316498
17|,37|17,0.34175084175084175
17|,32|17,0.18855218855218855
5|,12|5,0.07236842105263158
5|,16|,0.6052631578947368
5|,23|5,0.10855263157894737
5|,36|,0.05263157894736842
5|,37|5,0.1611842105263158
12|37.27,36|12,0.1092896174863388
12|37.27,37|12.37.27,1.0
12|37.27,10|,0.18032786885245902
12|37.27,25|12,0.09289617486338798
12|37.27,25|12.37,0.09289617486338798
12|37.27,37|12,0.6174863387978142
2|12,26|2,0.7430340557275542
2|12,12|2,0.04953560371517028
2|12,33|2.12,0.05263157894736842
2|12,36|2,0.04643962848297214
2|12,25|2,0.043343653250773995
2|12,37|2,0.06501547987616099
12|37.2,37|12.37,1.0
12|37.2,37|12,1.0
37|,18|,0.0003465670607262505
37|,23|,0.0003465670607262505
37|,22|,0.0003465670607262505
37|,12|37,0.9942238823212292
37|,16|37,0.0006161192190688898
37|,25|,0.00046208941430166735
37|,3|,0.0005391043166852786
37|,2|,0.0003080596095344449
37|,19|,0.0003465670607262505
37|,15|,0.00042358196310986174
37|,13|,0.0003465670607262505
37|,32|,0.00038507451191805613
37|,5|,0.0005776117678770842
37|,20|,0.0003080596095344449
37|,8|,0.00042358196310986174
37|22,12|37.22,1.0
30|,36|30,0.07156308851224105
30|,25|30,0.03389830508474576
30|,37|30,0.23163841807909605
30|,12|30,0.096045197740113
30|,4|,0.4745762711864407
30|,10|30,0.09227871939736347
28|22.12.37,37|28,0.1
28|22.12.37,12|28,0.08571428571428572
28|22.12.37,34|28,0.8142857142857143
13|12.37.25,37|13,1.0
36|24.3,27|36,1.0
12|36.4,37|12.36,1.0
12|36.4,37|12,1.0
12|37.12.36.6,9|,0.42105263157894735
12|37.12.36.6,37|12.37,0.5789473684210527
33|25,37|33,1.0
2|25,26|2.25,1.0
36|22,28|,1.0
0|36,36|0,0.3333333333333333
0|36,21|0.36,0.36363636363636365
0|36,37|0,0.30303030303030304
37|12.27,12|37.12.27,1.0
26|36,33|26.36,1.0
36|28,12|36.28,1.0
