source,target,value
36|32,12|,0.6382978723404256
36|32,17|36,0.3617021276595745
12|28,37|,1.0
29|25,1|,0.7532467532467533
29|25,37|,0.24675324675324675
18|36,11|18,0.3
18|36,37|,0.43333333333333335
18|36,36|18,0.26666666666666666
12|27,37|,1.0
9|,19|9,1.0
9|,20|,0.01500441306266549
9|,0|,0.01412180052956752
9|,11|9,1.0
9|,12|9,0.17272727272727273
9|,15|,0.00706090026478376
9|,37|,0.5428067078552515
9|,8|,0.01147396293027361
9|,18|,0.01500441306266549
9|,13|,0.00706090026478376
9|,25|,0.0176522506619594
9|,36|9,0.05263157894736842
12|30,37|,1.0
1|,25|1,0.24390243902439024
1|,37|,0.5069686411149826
1|,29|1,0.21311475409836064
1|,0|,0.02264808362369338
1|,36|1,0.13114754098360656
1|,12|1,0.15384615384615385
19|36,20|19,0.25806451612903225
19|36,37|,0.7419354838709677
29|,25|29,1.0
29|,12|29,0.275
29|,37|,0.20918367346938777
29|,1|,0.4914965986394558
29|,0|,0.01870748299319728
29|,15|,0.023809523809523808
29|,36|29,0.8181818181818182
12|7,25|,0.38636363636363635
12|7,37|,0.6136363636363636
36|1,12|,0.8688524590163934
36|1,29|36,0.13114754098360656
24|25,37|,1.0
12|25,29|,0.04827586206896552
12|25,36|,0.11264367816091954
12|25,23|,0.020689655172413793
12|25,11|,0.02528735632183908
12|25,19|,0.02528735632183908
12|25,31|,0.027586206896551724
12|25,13|,0.04827586206896552
12|25,10|,0.03908045977011494
12|25,37|,0.4459770114942529
12|25,0|12,0.01839080459770115
12|25,9|,0.01839080459770115
12|25,18|,0.027586206896551724
12|25,15|,0.027586206896551724
12|25,34|,0.041379310344827586
12|25,3|,0.027586206896551724
12|25,25|,0.020689655172413793
12|25,2|,0.02528735632183908
19|,37|,0.2647058823529412
19|,12|19,0.6296296296296297
19|,20|19,0.04145077720207254
19|,6|19,0.10714285714285714
19|,36|19,0.28
19|,25|,0.027777777777777776
12|15,0|12,0.46153846153846156
12|15,37|,0.28205128205128205
12|15,21|12,0.2564102564102564
16|23,37|,1.0
13|,12|13,0.12903225806451613
13|,36|,0.1038961038961039
13|,37|,0.3246753246753247
13|,18|,0.017857142857142856
13|,0|,0.01461038961038961
13|,25|13,0.6296296296296297
13|,11|13,0.09883720930232558
33|,36|,0.08928571428571429
33|,37|,0.48412698412698413
33|,2|33,1.0
33|,25|33,1.0
33|,26|33,0.4166666666666667
33|,12|33,0.8412698412698413
33|,3|,0.017857142857142856
36|2,12|,0.42857142857142855
36|2,26|36,0.5714285714285714
12|31,29|,0.11538461538461539
12|31,36|,0.06804733727810651
12|31,37|,0.2781065088757396
12|31,18|,0.22781065088757396
12|31,1|,0.04142011834319527
12|31,7|,0.13313609467455623
12|31,25|,0.13609467455621302
12|8,25|,0.12359550561797752
12|8,36|,0.1348314606741573
12|8,37|,0.7415730337078652
4|36,37|,1.0
27|36,37|,1.0
0|36,21|,0.36363636363636365
0|36,37|,0.30303030303030304
0|36,36|0,0.3333333333333333
25|3,24|25,1.0
25|11,12|25,0.27631578947368424
25|11,37|,0.5
25|11,36|25,0.2236842105263158
18|,0|,0.04310344827586207
18|,12|18,0.2564102564102564
18|,36|18,0.16
18|,11|18,0.3333333333333333
18|,31|,0.017241379310344827
18|,13|,0.015804597701149427
18|,32|,0.017241379310344827
18|,37|,0.2514367816091954
18|,25|18,0.29545454545454547
18|,7|18,0.21019108280254778
18|,17|,0.01293103448275862
11|13,18|11,0.046511627906976744
11|13,36|,0.09883720930232558
11|13,37|,0.3372093023255814
11|13,25|11,0.3081395348837209
11|13,12|11,0.20930232558139536
36|8,12|,1.0
12|,23|,0.005217232121064193
12|,31|,0.015926287527459115
12|,3|,0.00958018061996583
12|,1|,0.005766414449597267
12|,34|,0.0068952892360263605
12|,9|,0.03206614596045887
12|,21|12,0.6153846153846154
12|,22|,0.007810593116914816
12|,24|12,0.2153846153846154
12|,29|,0.01037344398340249
12|,2|,0.010037832560410057
12|,20|,0.005674884061508421
12|,30|12,0.38666666666666666
12|,11|,0.007169880400292897
12|,19|,0.010037832560410057
12|,37|,0.5886014156700025
12|,18|,0.013149865755430803
12|,32|,0.012875274591164266
12|,13|,0.012417622650720038
12|,16|12,0.16981132075471697
12|,36|,0.08481815962899683
12|,27|12,1.0
12|,7|,0.005613863802782524
12|,33|12,0.24285714285714285
12|,10|,0.010648035147669026
12|,17|12,0.125
12|,15|,0.01058701488894313
12|,6|12,0.13333333333333333
12|,5|,0.0016780571149621673
12|,28|12,0.23809523809523808
12|,4|12,0.2033898305084746
12|,26|12,0.26865671641791045
12|,8|,0.030021967293141324
12|,0|12,0.16942148760330578
12|,25|,0.06577983890651697
25|16,37|,1.0
26|25,33|,1.0
0|12,21|,0.1446280991735537
0|12,36|0,0.16942148760330578
0|12,37|,0.2809917355371901
0|12,15|0,0.1859504132231405
0|12,25|,0.0371900826446281
0|12,12|0,0.18181818181818182
